rendimento,idade,dívida,inadimplencia
66260.1215578616,32.8966930676252,7035.58910734261,não deve
58787.455239798895,62.641302851960106,4167.78672391926,não deve
62545.7087112591,49.0404332359321,4362.90581198044,não deve
24381.9534475915,25.252330708783106,4227.0189863608,devendo
67852.1058685146,47.3218990601599,5730.588251384711,não deve
41725.6128555164,18.1300383633934,1185.21469984619,não deve
41896.9715991989,47.25073103467,4892.209733649001,não deve
44379.7296541743,50.088671288918704,1814.33508159906,não deve
28416.899375151803,57.9287192984484,1788.97373591901,não deve
68427.163111046,46.308240193408,1658.07023321236,não deve
35975.7949295454,35.7086517671123,6610.36617887751,não deve
57596.3540980592,29.2460566032678,3344.38440143163,não deve
29681.8830934353,54.9592871875502,1745.87167418898,não deve
51656.938674859695,47.7150637004524,7158.13906028943,não deve
24912.8426820971,49.3663711971603,267.696298601759,não deve
47761.8240681477,50.09815906733271,5549.799127875761,não deve
22248.1792024337,23.4436241723597,4364.9752805952,devendo
29724.4768752716,31.9685264034197,3075.34572793243,não deve
52143.8236744143,20.8376339208335,2393.0996785886,não deve
56577.7228609659,36.847800681833206,5947.42172129888,não deve
37660.770716611296,53.7450604746118,2129.59716481131,não deve
37403.7953955121,47.94412170024589,2044.04704534067,não deve
31652.6937345043,62.0238024718128,5151.07044539045,não deve
32727.7007326484,34.4748710067943,1087.91936375134,não deve
69078.6048118025,25.1075240480714,4076.58391416475,não deve
40622.1948727034,41.5271887867711,4949.90233344449,não deve
37521.0171728395,60.541077433619606,8.01207624713557,não deve
30735.808499157403,22.242097743786896,5946.822296779959,devendo
24857.6948815025,21.598676353693,2692.1634585589,não deve
33180.2015937865,49.56597727723421,4621.99774242203,não deve
66628.2600886188,52.3838734384626,5992.885092439251,não deve
38564.932129811496,21.2164916703478,5604.16999048292,devendo
33704.5084964484,33.1831062319688,5898.0008931423,devendo
57018.4848317876,44.825715307612,3507.25216607221,não deve
40526.9027850591,28.6063759573735,2119.98491147902,não deve
50827.9805234633,51.0129371876828,1765.98333716344,não deve
40775.8115953766,60.28875682642679,1922.61002232725,não deve
55467.15141274031,56.851330957375495,9226.90204089804,não deve
38789.0293891542,61.22928542876621,7650.65520988095,não deve
58074.8401279561,50.07492427434771,7388.02443997422,não deve
57814.1063381918,43.8309230962768,7252.120003970849,não deve
45190.72918221349,53.839520003646605,7893.55988850644,não deve
36801.9071803428,43.0279434239492,5406.34492649729,não deve
68811.7794157006,24.038265345152503,4211.30261071966,não deve
30483.2955286838,33.656441235914805,4514.0097801128495,devendo
44930.3941731341,19.7773858457804,7708.31562497011,devendo
43671.4565544389,25.5850369762629,8066.69786524019,devendo
27612.9148015752,19.2124481862411,1513.62419967009,não deve
53607.326925266505,27.561712404713003,2378.7661730363297,não deve
33036.6831202991,25.063367417547894,958.979822122802,não deve
64275.834888685495,61.440913001541006,7520.032053087841,não deve
30673.8375034183,59.3338370760903,383.107569352407,não deve
58793.6143088154,56.49441040540111,4391.981053651471,não deve
21053.4906177782,63.3794076466002,754.601882142809,não deve
42095.4222022556,55.3661880465224,1183.70456825763,não deve
50360.6787929311,28.839542468544103,4217.166823074771,não deve
41970.7244774327,63.16991394385701,1622.31739232604,não deve
51663.410179317005,63.735710240900495,4147.8885848744,não deve
53601.81243624541,20.240621272008894,9601.3754821711,devendo
43439.98872675,24.1794703230262,6879.30600704276,devendo
51461.0531670041,36.6515586250462,7292.264176862579,não deve
41285.1723073982,47.9763081613928,2313.8250047974,não deve
62895.7497701049,49.9226037161425,2001.28151391029,não deve
57296.1608227342,25.7084823274054,10601.0827828556,devendo
60844.092494808094,45.6552049978636,12072.2557579712,não deve
47634.5495483838,44.2948713297956,141.703817946414,não deve
23998.3236929402,29.9100334881805,3928.3039085182704,devendo
63391.6159672663,34.7392676644959,190.889274816911,não deve
21534.5512190834,44.3150380225852,228.33538696889,não deve
28255.6525128894,35.5140173663385,2109.2427976728,não deve
36496.1339323781,19.5157164894044,165.506090118747,não deve
41631.6662961617,53.0476547656581,106.09074717935,não deve
68762.4166649766,20.9912433563732,2796.75230312401,não deve
30075.264924671497,29.2350565218367,2628.57792284269,não deve
41302.6741752401,38.6606185785495,1379.91312425834,não deve
39703.759427648,47.4687409927137,2403.4782156904503,não deve
63161.0920350067,59.6751149813645,804.092441476811,não deve
63062.1420964599,26.585778484121,56.16616438732,não deve
34507.5279055163,38.5877833911218,1793.75025542512,não deve
27954.7077650204,29.9045216715895,1627.0414050731,não deve
37369.3820601329,35.341948841698496,3783.6011509907503,não deve
43912.062740419104,23.8219211781397,7757.136788699259,devendo
22766.7745016515,29.325901472941,1429.4017623047,não deve
21603.3057007007,21.375033318065103,178.333870986952,não deve
61952.906688675306,18.477425018791106,3635.6005890215,não deve
36116.3650918752,22.5358841912821,1494.9845683242902,não deve
26157.7772721648,22.8269377253018,2295.81165641849,não deve
26458.3832048811,59.5229867356829,552.398166405428,não deve
69156.3037736341,53.410862499848,7364.735577645109,não deve
39441.4447643794,46.7538959244266,1034.75883833309,não deve
60119.0658099949,45.0769692314789,1810.96045966416,não deve
55613.4854606353,24.3771287729032,4255.2521372008505,não deve
37049.3862358853,29.4230185477063,6056.81721377313,devendo
23122.0649252646,53.3095358414575,4263.49303076889,não deve
48790.1324336417,32.4756210590713,5519.09603957038,não deve
59132.6851560734,48.3449929575436,4575.52763542752,não deve
55305.5748273619,53.582279865164296,8176.70716548325,não deve
26037.4636435881,24.7831077934243,3293.25087871026,devendo
64899.8050298542,38.1160166831687,4654.249217083549,não deve
27089.124317280897,21.2076896023937,5029.48878154619,devendo
45341.4746373892,22.569568357430395,6525.21842259918,devendo
24865.7980747521,37.3097529392689,4439.11615420807,não deve
28239.5432051271,26.1922096619383,4189.83256804479,devendo
52730.0805016421,50.2377849854529,5706.32532253577,não deve
28982.0581488311,39.048409874551,2898.7618238762298,não deve
36221.2660070509,26.101500419899804,5094.6700842702,devendo
33551.1243715882,58.8569274861366,4333.360862430611,não deve
43891.3559704088,49.1538267019205,5792.906333268111,não deve
45148.885720409504,60.525006453506606,6455.3917717800905,não deve
58481.012161355495,40.8329182346351,5380.56059607515,não deve
69579.9292111769,57.756243164651096,10868.2414720072,não deve
52743.3085651137,44.0485165128484,2684.70067065167,não deve
65635.6615293771,51.1677144751884,12701.603475,não deve
34559.907035436496,29.1121819927357,3317.52987409072,não deve
60218.53152662519,32.4718877156265,3157.9610817063103,não deve
51689.548538997806,46.154191521462096,9881.97600620667,não deve
47541.61433549599,55.2345850714482,1611.21659719418,não deve
62905.79302469269,27.9096519639716,11423.936295348798,devendo
65632.6045794412,47.1057667518035,12498.040454376298,não deve
31847.8537187912,41.4163357610814,2913.7699313302696,não deve
27947.440282441697,58.3484551762231,5514.11742142548,não deve
62246.7272495851,31.081884507089896,406.720769305791,não deve
40154.6885655262,60.5296831950545,6013.15287400369,não deve
58627.5548837148,33.1156532461755,1215.65255980478,não deve
33441.0510654561,27.873486188706003,5282.728560308379,devendo
55603.7867954001,43.8394727888517,1411.13008049743,não deve
31046.3789664209,29.297398745548,4907.67408446776,devendo
44708.09987280519,21.1087735658512,2390.8505965863,não deve
23340.2706962079,42.8286152952351,2707.7609389629897,não deve
24830.181971192404,28.9702452290803,2046.6850503447895,não deve
31422.7473852225,53.898080206010505,1686.83590183974,não deve
60477.23384574059,60.4021064555272,10711.700895547,não deve
26039.0214901417,49.3904022299685,2056.75238228244,não deve
36186.8480732664,50.5067522143945,1130.73526530684,não deve
39772.1187258139,43.725447806064,5492.89368937988,não deve
34730.1640710793,63.37623301194979,818.5084418876919,não deve
23118.4833147563,57.5810503219254,1746.93655902557,não deve
50072.8476257063,33.0152727491222,8088.568018568091,devendo
67465.06238589059,23.611053848173498,1802.61699404161,não deve
38625.6320099346,19.6300378022715,5836.56338145928,devendo
45227.482826449006,26.723162444774104,5521.5074051112,devendo
64901.8977349624,44.9388158493675,9589.83352507197,não deve
40543.9135432243,51.460875617805904,6507.8501914892895,não deve
27793.2667220011,60.5169084747322,382.24890411041497,não deve
61167.774819769,20.5836314358748,10396.6181477631,devendo
64619.6646196768,26.042092686519,9704.7824094498,devendo
37593.7578664161,54.0104153105058,7274.32562822359,não deve
35032.6495990157,56.72462562192229,135.931684494729,não deve
58364.4649758935,55.59654947882521,5809.8990004485,não deve
56945.8104134537,45.5540205067955,6388.369826233511,não deve
27204.8485511914,29.0720967198722,3827.8939146126,devendo
21648.261025548,52.5870399242267,3558.52726155765,não deve
31077.8568894602,44.2215166972019,4452.330679191939,não deve
42522.9224073701,53.868651077617,6790.85026335851,não deve
31769.247718621,44.774380587507,1148.22143592675,não deve
35556.779911276004,23.7774331844412,6361.97343810153,devendo
52908.8242375292,53.6956359203905,9841.080552709607,não deve
35045.1314053498,28.6532836551778,2382.46677216556,não deve
44488.1644845009,33.4312054850161,2751.08884293104,não deve
41679.9371177331,53.6699082404375,395.000775087053,não deve
54619.9471969157,52.42442217422651,10780.2718821749,não deve
38053.6231258884,26.2068803249858,6110.57279243647,devendo
64718.66177627821,37.2764920084737,1485.07993541129,não deve
43159.0849696659,62.44209669111301,4350.01989674202,não deve
29445.510501973306,28.4456774769351,1758.88186466259,não deve
25817.389884032295,37.9454801897518,4115.4847193336,não deve
66356.8567414768,61.5248488285579,10725.4847277828,não deve
56676.15799931809,46.6789695257321,2278.55434854177,não deve
61000.0427742489,48.6236102138646,2160.78490802133,não deve
58906.2516856939,42.0493419757113,9290.575344923873,não deve
49589.1537214629,42.7752558849752,2627.4054884209,não deve
40141.6035415605,56.151418384630205,845.3663712741251,não deve
31659.7282118164,31.9281536792405,858.511387999185,não deve
62658.221628516905,25.4631600710563,3343.36716094004,não deve
39264.4834984094,37.0277528418228,5255.78828313976,não deve
46643.1264812127,53.40508336713541,6440.861434225771,não deve
30515.372117515697,20.1618777224794,415.240434973958,não deve
65077.322027646,50.979134705849,11061.8118946308,não deve
60871.86900433151,61.260144198779,4844.1722236387,não deve
25011.103895958506,36.2151896632276,3834.0427822767,não deve
68407.1855084039,60.93758158152921,597.9440655279531,não deve
43727.439343929305,55.1925993468612,1170.55633399312,não deve
45788.747100159504,41.2619462260045,5894.04131672805,não deve
65705.0108234398,50.9284318452701,1969.7941341928895,não deve
32434.7025062889,41.3531710146926,2738.44049607766,não deve
58121.668575331605,27.3018002295867,7531.10124850389,devendo
62498.5072459094,31.9096907987259,3312.8776215380394,não deve
26090.725876856603,48.07852007215839,4255.62639181993,não deve
64780.93853686,20.2281011762097,8402.415585756991,devendo
65588.4034163319,22.9182122629136,7879.738136012421,devendo
65743.7036675401,52.3005040958524,7724.57141377445,não deve
37164.521582890295,47.2954547600821,1445.80218914379,não deve
65176.5297795646,48.9632109752856,2365.28749039987,não deve
34615.542173851296,25.5143896490335,6476.760852061379,devendo
59079.4650535099,58.6383316046558,10326.0897733222,não deve
56267.1716371551,22.4861360387877,7329.243163822591,devendo
34862.8212860785,54.964873311575495,6040.77206183173,não deve
60521.3641002774,45.424993005115496,8035.88317278016,não deve
42276.7829080112,57.9306961889379,8055.305084123921,não deve
38451.1777129956,63.4214554904029,3441.26141621257,não deve
45985.10865354911,53.5338888033293,7382.056426137521,não deve
51000.4224418662,27.8029975118116,778.732695554933,não deve
31523.1077652425,40.4461679388769,5174.57056869183,não deve
28648.676751181494,18.396969827823305,1870.9252528540696,não deve
27514.4279631786,21.8976978017017,3400.91074388565,devendo
27441.0003842786,37.399069886189,1455.0476020381195,não deve
67709.2415909283,50.4129322776571,5136.81930751016,não deve
38600.7071868517,44.7227962231264,2749.08019063432,não deve
30950.295405928,26.310194327030302,5043.14863656084,devendo
27083.822868298703,60.6666585183702,3286.21288155866,não deve
21512.7452672459,24.7795283021405,2453.3761214986803,não deve
34796.0035596043,58.4878998775966,443.666538113212,não deve
27089.3928408623,51.29419703828171,1851.31156299008,não deve
25259.4016306102,39.7397662643343,4341.00808194247,não deve
47007.3135849088,45.01979642966759,4069.40264613646,não deve
20358.665024396,53.6151803117245,1064.68691788658,não deve
67900.2265259624,43.5143038420938,7902.74296522359,não deve
54418.470994569405,55.2220663037151,5630.7412209842605,não deve
51288.5546940379,29.9207484745421,6536.96636294544,devendo
28199.601632077203,36.6687041711994,3871.688901934071,não deve
22199.6151423082,60.104818883352,1498.39091851883,não deve
50514.4696263596,57.3796501425095,2003.65357036953,não deve
34414.2403383739,54.53017240064221,617.538752197269,não deve
37633.0874324776,29.421412573196,868.1624732744141,não deve
55235.5040726252,47.0052601420321,4910.54765823574,não deve
45587.5518429093,62.02213807310911,8366.61426770219,não deve
52757.7949385159,53.082214448601,2321.20631423091,não deve
41174.8081259429,52.339376373216496,2888.44470996322,não deve
25685.535201337203,39.0091894618236,490.742921135624,não deve
28145.302999764703,55.547629611100994,4805.97154908401,não deve
52094.21837236731,40.8445077631623,495.021199154345,não deve
33552.3859760724,25.1596109354869,6054.24412635839,devendo
37400.9337672032,50.108486676123,1693.13737803293,não deve
21605.7250904851,23.2381696002558,2828.30861825601,devendo
57562.89173616099,56.6005673469044,8508.83539912434,não deve
62288.53960521519,25.6021726368926,10657.1061233567,devendo
22767.2642027028,45.1232806812041,1205.78601273801,não deve
20943.0433274247,19.8196311858483,4098.11578954984,devendo
20622.860097792,30.4140330967493,3518.4526294613,devendo
48436.6646315902,49.0278497678228,5851.4097886154,não deve
27574.634184129503,57.6437090644613,1017.39615953411,não deve
62889.362142887,33.2456503002904,6525.15179253791,não deve
37683.2004915923,55.5872108615004,7414.5528532260305,não deve
54974.4554958306,61.9842032282613,8922.19971681344,não deve
56326.0866724886,40.4054552190937,4816.77607411979,não deve
65670.8834390156,50.0046984688379,3950.870172149721,não deve
50730.7333918288,41.9700667927973,1879.05966237435,não deve
64184.9157912657,46.4470364344306,1854.23961318048,não deve
66179.3241091073,48.120799149386606,3646.93785979368,não deve
24969.5268040523,45.1209932160564,3595.50194172919,não deve
54925.518266391,40.8056031088345,554.4883448103379,não deve
67879.2480193079,43.5972086614929,10433.4743453989,não deve
67787.526762113,53.362340441439294,9607.49884661811,não deve
31657.6193016954,37.778664294630296,1448.07198358459,não deve
36559.1350290924,19.7161760875024,3030.26724082269,não deve
57787.565658800304,22.6446692147292,6339.85084448677,não deve
42521.7260071076,47.704288747627295,2661.61251596017,não deve
51935.1806305349,21.4955053329468,5649.452468489761,não deve
45677.8761278838,51.69305562227961,2966.246125205,não deve
51363.5958125815,21.0219965986907,761.422404184785,não deve
27218.561030458703,55.171019956003896,4145.00358705858,não deve
43677.6292207651,32.553030352108195,6739.8585984927895,devendo
21533.5955074988,57.9016834627837,1971.554219965,não deve
28010.190934874103,55.3668996649794,3971.15547880774,não deve
51589.2827464268,50.3134648902342,56.9909740698165,não deve
50480.952688958496,27.080390626099,8831.18436544789,devendo
43957.35058235,21.1448488398455,5416.3577980789005,devendo
61878.346551675306,33.006359541323,567.6687734239409,não deve
60153.3369673416,20.3008601283655,6472.34700724504,não deve
33388.5833434761,62.0016749538481,4551.876888607671,não deve
41310.4017777368,53.576940739993,4481.162212528449,não deve
25576.9539321773,51.932268046774,1922.6566258695495,não deve
51455.0984534435,37.2856837031431,9447.117157424407,não deve
48134.1569265351,47.9696752321906,2075.59611242181,não deve
51348.5273043625,52.4367397828028,1507.89134084423,não deve
20532.8237311915,54.6232338510454,1897.78082087204,não deve
33297.2140214406,46.5799600426108,3674.741340143471,não deve
55858.5492358543,25.8665337795392,5630.44497235335,não deve
43777.5184796192,20.0109276962467,3601.29968528693,não deve
27789.5190566778,58.5191334835254,186.828073932876,não deve
36132.423875387794,34.2942604152486,99.4495914003405,não deve
20145.9885970689,21.282783722970603,839.8390632084551,não deve
63108.7073870003,43.1939415303059,5757.84899502697,não deve
26581.6145273857,61.9533737506717,5090.39277440685,não deve
62040.8896286972,62.04980097012589,7643.631046107171,não deve
69958.7055412121,30.5360198994167,8755.6919767255,devendo
38082.5195158832,45.519977238029206,4213.46525948758,não deve
45183.0541761592,33.8955782176927,5953.45352370895,devendo
36242.447961121805,39.415470788721,5688.994849119101,não deve
44527.2589032538,42.09009227762,4588.472285879389,não deve
40496.2558229454,20.1054587159306,4834.60379766491,não deve
24698.6693050712,48.9125574673526,2427.65078779499,não deve
60560.3055260144,49.75058566872029,1994.6211339084696,não deve
48018.211456947,50.2041390226223,6120.090021073979,não deve
30216.2519586273,26.563716534059505,2116.53731014055,não deve
61742.2399506904,44.8726078076288,8068.319703512409,não deve
47288.4266683832,62.42846685694529,4004.9888524873695,não deve
24658.8993165642,59.4365005721338,590.598081194187,não deve
64644.3481021561,58.840656749904205,9848.171448939893,não deve
57517.7241396159,52.4860697872937,4536.85720940257,não deve
52945.5477884039,54.6319151935168,6262.00794529651,não deve
36366.9904111885,47.191410086117706,371.040895011703,não deve
62113.7295663357,27.8844150044024,11928.5098562393,devendo
62279.5195016079,26.6664690533653,6801.4058925032805,não deve
61799.0849586204,56.9579610438086,5619.21760364769,não deve
50139.7400093265,30.2678123456426,7758.79982277807,devendo
69566.6843489744,52.967087706551,9875.03718259757,não deve
44897.4883696064,51.3580610542558,5732.39903226614,não deve
22572.3027647473,51.01624041982,724.193188479234,não deve
37123.0796375312,19.9466844960116,5659.509277874139,devendo
68744.788649492,60.7300558583811,5207.88311679924,não deve
21081.1941814609,52.3828332629055,2395.1653496083604,não deve
58828.2921165228,32.4029204347171,5947.64546828592,não deve
46706.4588610083,18.8303362894803,7084.263509070559,devendo
32312.8533829004,28.155320470687,228.330803623653,não deve
60778.7650241517,43.0130229773931,10021.0492234587,não deve
30948.0415470898,42.7513535995968,3995.80729495872,não deve
60122.011571656905,62.9096049447544,7189.3507350953405,não deve
43321.6811204329,32.2862543463707,743.86714101317,não deve
47904.3412418105,40.039270239416496,6183.514146370021,não deve
58597.3832453601,53.28803373547271,2588.49026590007,não deve
66091.9059114531,24.2041407017969,8743.509701223791,devendo
47316.7013772763,27.0641977209598,1940.67404392486,não deve
40872.6397715509,54.948061559815,5312.49170624282,não deve
35154.4934837148,52.8992132418789,4037.719603747871,não deve
32222.8188090958,61.8106158780865,934.477133128546,não deve
40447.67296174541,22.492923848331,1072.1926587434698,não deve
48463.2045542821,50.52642975049089,8120.2580899123295,não deve
42843.0991293862,28.6317861331627,839.8690240153251,não deve
50310.4224381968,53.03869686415421,8361.7191002815,não deve
57565.1999609545,37.737854486797,5353.56165390711,não deve
55066.1829696037,55.73920069914311,9332.70266633384,não deve
46065.948209725306,52.8386391988024,4947.308727595901,não deve
38309.585656970696,55.42913449741901,3545.72397128405,não deve
54472.144756000496,59.245984996668994,10836.3830881501,não deve
58695.0943968259,29.7744096326642,1826.51630229436,não deve
54748.9123116247,31.596858642529696,5438.09369329612,não deve
46328.171917703,56.84083063574511,7879.67620843062,não deve
49633.327468764,38.98900888860229,7915.31344330937,não deve
66339.78387573731,35.5919052129611,2350.89150808837,não deve
62650.719662196905,33.4840662707575,6425.36536372003,não deve
27646.780053619303,56.311668782029294,3132.14869181144,não deve
21437.6157545485,45.7314004921354,2563.96087298893,não deve
50648.1984443963,56.5173067129217,7110.755833314191,não deve
29670.6718439236,53.550199660006896,2928.98408763734,não deve
20258.538662456,29.115531621500804,2767.8372998142,devendo
34475.2179738134,42.307918459177,3162.1338373512704,não deve
28926.432463340498,62.065251282881896,750.0671069984869,não deve
20660.6689537875,49.363881094846896,1756.03762496614,não deve
24987.934092059702,49.0651086377911,3946.89824562224,não deve
29672.5608105771,51.0198048097081,607.909484188127,não deve
23241.5998866782,40.8477560305037,457.19661720842697,não deve
24217.2287590802,23.5107674831524,2104.38432287864,não deve
65574.0933422931,23.513042524457003,3031.24632606192,não deve
55994.4587922655,31.1392572042532,680.619696071219,não deve
67369.3321226165,57.6342398361303,2299.4181716088,não deve
23305.7714928873,28.2175287632272,4521.00431151248,devendo
35195.4663451761,49.6584056043066,2836.98817845671,não deve
27135.072618257294,54.83645980479201,1387.2488010579998,não deve
24037.1651411988,23.3115743244998,2469.36442601101,não deve
51625.3132303245,44.808841190300896,4592.245550450871,não deve
50705.7662634179,53.2058221558109,1096.96707536899,não deve
58079.1569012217,18.6630267929286,11540.045811650702,devendo
62192.4670692533,46.0507889031433,1863.89100271298,não deve
62553.6684109829,63.9249755814672,4641.704784522371,não deve
68147.9573179968,22.9843944823369,12307.5623225278,devendo
27619.6614070795,47.5405059303157,2774.83278110032,não deve
65330.1928355359,28.5899873124436,4030.80369209214,não deve
26680.1458364353,47.7617399827577,1671.18492391845,não deve
46104.5989114791,51.0563588943332,2342.47292088101,não deve
44904.597643762805,44.206686655525104,4953.77359939866,não deve
52934.5944337547,50.4029816468246,3248.62771841795,não deve
43509.7577562556,18.075335860718,7363.03763852006,devendo
22118.3573291637,63.0159466909245,3928.1218464785497,não deve
56275.4100235179,30.249871416483103,2224.8841598973604,não deve
48630.9795337729,27.0216773641296,5862.83302915672,devendo
64272.6999986917,37.7780147739686,4929.87881849349,não deve
24349.002952221803,53.7525228345767,3890.4710496591,não deve
34332.3152558878,36.5013708979823,1225.72022331307,não deve
64940.241088625,43.9410412409343,8196.93072552584,não deve
30595.7480147481,40.9114946299233,3495.0698810157105,não deve
53422.2162491642,28.1885305172764,7441.75961676144,devendo
69995.6855783239,52.719673210755,2084.37086090284,não deve
48270.796244032696,45.3058510269038,6232.28039861045,não deve
27028.1555876136,48.1095946743153,331.364308695631,não deve
23519.866091664902,34.393706864211694,2368.3812306499804,não deve
37302.0833986811,35.0154038900509,2366.17424012737,não deve
55601.2718519196,18.8429928976111,10533.4551622879,devendo
62678.6454510875,25.8393941298127,333.441398145797,não deve
41602.4339781143,25.2598693897016,7005.0792919714,devendo
27533.0013292842,46.7659284593537,1551.4202880312,não deve
30594.1765592434,50.043820101302096,118.342142143385,não deve
47846.9459037296,24.4183572856709,3713.26268829211,não deve
55273.2750005089,25.4163910276257,10282.9974457346,devendo
23086.2554092892,24.8499603327364,1256.4011595099698,não deve
29621.2748787366,32.4554232852533,5575.2536907666,devendo
47533.92094746231,39.955194065813,6637.770870559039,não deve
62519.184178672695,44.409974959213294,2324.5477054729,não deve
50878.95903736349,44.9651258219965,3257.0126292117498,não deve
58580.9595114551,56.62695133779199,4317.71547822747,não deve
69445.64944598821,28.8182737701572,10643.404179057,devendo
60929.172351025,60.0587776736356,11146.0744599728,não deve
35496.6654954478,47.0027460702695,168.054785283069,não deve
33572.423497680604,57.44221935840321,3369.37702306496,não deve
55306.9143486209,20.1403118157759,5272.53501398802,não deve
34141.9276362285,47.151148673147,3371.6643103609003,não deve
40453.8909485564,20.709892833139698,890.93953525642,não deve
69088.7774154544,53.9356266343966,11246.488154757,não deve
30885.6922015548,55.1507588205859,5216.354091171161,não deve
58683.2263204269,24.8449592967518,271.734468486729,não deve
60675.8121564053,39.96390620013701,11617.7489093447,não deve
68460.68002516401,35.7756003877148,949.9566246969208,não deve
63653.8399080746,27.515368877910102,8866.527185298779,devendo
42522.5757574663,18.326122155413,5036.25528047363,não deve
54140.429133549296,30.888892731163697,7896.22376609728,devendo
47548.362617380895,47.839100137352894,6153.9365638338295,não deve
24114.012257196,52.3358155498281,3900.82960084791,não deve
20686.2390902825,33.2805235567503,3052.576690614569,devendo
21412.3086119071,26.382710393052506,2639.7101263171,devendo
69391.1465979181,63.800670907367,2550.26514748866,não deve
32319.262220989905,42.9319930765778,2733.42055865967,não deve
52862.9471361637,47.33139712037521,9754.15223893674,não deve
48383.2761459053,39.7047263034619,2763.26395484522,não deve
36430.5384038016,38.2274417518638,5855.18559413532,não deve
44268.8940139487,27.9331710166298,6043.14310633161,devendo
63806.3292531297,56.6321662031114,114.499967406218,não deve
46195.7771726884,32.4135985886678,927.0675938508432,não deve
23743.1607721373,42.73457771632821,3254.74895032068,não deve
22089.8374845274,21.2967032683082,2584.02203777874,não deve
54707.2885138914,44.2378814583644,10255.1901115656,não deve
23203.647187911,58.56887606671079,749.145368410122,não deve
25342.2506782226,40.3611400881782,871.530091132259,não deve
31645.6328192726,32.1632712800056,5193.83819663771,devendo
32306.8084008992,21.9063058434986,3603.3640781354297,não deve
61262.81632343309,49.4130304073915,5564.163603137889,não deve
26388.7272961438,19.3715205355547,1191.33213785363,não deve
53009.4254342839,36.0744793792255,3589.25350629665,não deve
58163.54067530481,58.74748469516629,2237.92776424099,não deve
38665.0339281186,55.1259217481129,6152.00483311834,não deve
25289.047223050096,53.3427248103544,3701.53760172254,não deve
66049.9340319075,29.3157673976384,13172.6812981319,devendo
56282.982525881394,62.369888597168,8215.55838399949,não deve
35778.6152325571,30.6282073752955,5544.654683502529,devendo
29174.240310676403,18.5286279926077,665.577000121256,não deve
55934.432561043606,60.7552497629076,5643.179899328969,não deve
32256.8615246564,20.0963994744234,2809.32218484219,não deve
68052.8069194406,28.758801679126897,1415.71826260479,não deve
26957.0538704284,55.2648774106055,4172.98823810663,não deve
48685.04201760519,32.5332560278475,9698.582169129,devendo
38288.0710810423,28.7354316161945,1723.3993728988098,não deve
42468.0208251812,28.625819175504105,1902.26561035478,não deve
55377.7730255388,46.9182215244509,6882.87341589713,não deve
54231.7027854733,21.274210639298,10156.1423121761,devendo
53283.25870679691,49.004692913033104,4065.2187953051503,não deve
52534.78547558191,47.1836194796488,3810.1318418453498,não deve
47847.51562867309,26.6518377717584,8494.01643069754,devendo
59998.253271915,54.3089268133044,4659.53597585937,não deve
58684.5130124129,31.7322647487745,5415.81741673557,não deve
49114.787932485306,61.481522549875095,6388.85036020661,não deve
57179.40200585871,21.3731215777807,2991.96735071436,não deve
69395.1164768077,23.9513885802589,11047.6843350607,devendo
43963.7380116619,41.553842225112,4481.43686080601,não deve
